Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2020,June,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,142,73.0,220.8
2020,June,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,17,8.7,26.4
2020,June,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,43,22.1,66.9
2020,June,Banyule-Nillumbik,Nillumbik,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,1,0.5,1.6
2020,June,Banyule-Nillumbik,Nillumbik,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,10,5.1,15.5
2020,June,Banyule-Nillumbik,Nillumbik,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,1.0,3.1
2020,June,Bass Coast,Bass Coast,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.9,5.1
2020,June,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,75,108.3,192.6
2020,June,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,33,47.7,84.7
2020,June,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",7,10.1,18.0
2020,June,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,79,114.1,202.8
2020,June,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,38,54.9,97.6
2020,June,Bass Coast,Bass Coast,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,62,89.6,159.2
2020,June,Bass Coast,Bass Coast,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,1.4,2.6
2020,June,Bass Coast,Bass Coast,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,1.4,2.6
2020,June,Bass Coast,Bass Coast,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3,4.3,7.7
2020,June,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,13,18.8,33.4
2020,June,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,8,11.6,20.5
2020,June,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,5,7.2,12.8
2020,June,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,6,8.7,15.4
2020,June,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,31,44.8,79.6
2020,June,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,9,13.0,23.1
2020,June,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,1.4,2.6
2020,June,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3,4.3,7.7
2020,June,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,15,21.7,38.5
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B10 Arson,B11 Cause damage by fire,13,18.8,33.4
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B10 Arson,B19 Other fire related offences,5,7.2,12.8
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B20 Property damage,B21 Criminal damage,200,288.9,513.5
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B20 Property damage,B22 Graffiti,9,13.0,23.1
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,1.4,2.6
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3,4.3,7.7
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,157,226.8,403.1
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,43,62.1,110.4
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,29,41.9,74.5
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,103,148.8,264.4
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B43 Steal from a retail store,69,99.7,177.2
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,25,36.1,64.2
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,28,40.4,71.9
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B49 Other theft,181,261.5,464.7
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,9,13.0,23.1
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,52,75.1,133.5
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B54 State false information,1,1.4,2.6
2020,June,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B59 Other deception offences,1,1.4,2.6
2020,June,Bass Coast,Bass Coast,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,1,1.4,2.6
2020,June,Bass Coast,Bass Coast,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,26,37.6,66.8
2020,June,Bass Coast,Bass Coast,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,11,15.9,28.2
2020,June,Bass Coast,Bass Coast,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,1,1.4,2.6
2020,June,Bass Coast,Bass Coast,C Drug offences,C30 Drug use and possession,C31 Drug use,3,4.3,7.7
2020,June,Bass Coast,Bass Coast,C Drug offences,C30 Drug use and possession,C32 Drug possession,53,76.6,136.1
2020,June,Bass Coast,Bass Coast,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,13,18.8,33.4
2020,June,Bass Coast,Bass Coast,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,20,28.9,51.3
2020,June,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,1.4,2.6
2020,June,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,37,53.5,95.0
2020,June,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,7,10.1,18.0
2020,June,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,2,2.9,5.1
2020,June,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,3,4.3,7.7
2020,June,Bass Coast,Bass Coast,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,1.4,2.6
2020,June,Bass Coast,Bass Coast,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,1.4,2.6
2020,June,Bass Coast,Bass Coast,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,4,5.8,10.3
2020,June,Bass Coast,Bass Coast,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,13,18.8,33.4
2020,June,Bass Coast,Bass Coast,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,4,5.8,10.3
2020,June,Bass Coast,Bass Coast,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,230,332.3,590.5
2020,June,Bass Coast,Bass Coast,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,29,41.9,74.5
2020,June,Bass Coast,Bass Coast,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,43,62.1,110.4
2020,June,Bass Coast,Bass Coast,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2,2.9,5.1
2020,June,Bass Coast,Bass Coast,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,6,8.7,15.4
2020,June,Bass Coast,Bass Coast,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,1.4,2.6
2020,June,Bass Coast,Bass Coast,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,1,1.4,2.6
2020,June,Bass Coast,Bass Coast,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,19,27.4,48.8
2020,June,Bass Coast,Bass Coast,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,2.9,5.1
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.9,6.6
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,47,67.9,155.3
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,31,44.8,102.4
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",5,7.2,16.5
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,74,106.9,244.5
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,22,31.8,72.7
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,38,54.9,125.5
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,1.4,3.3
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2,2.9,6.6
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1,1.4,3.3
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,2,2.9,6.6
2020,June,Bass Coast,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,10,14.4,33.0
2020,June,Bass Coast,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,2,2.9,6.6
2020,June,Bass Coast,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,3,4.3,9.9
2020,June,Bass Coast,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,3,4.3,9.9
2020,June,Bass Coast,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,12,17.3,39.6
2020,June,Bass Coast,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,8,11.6,26.4
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,2,2.9,6.6
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,5,7.2,16.5
2020,June,Bass Coast,South Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,4,5.8,13.2
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B10 Arson,B11 Cause damage by fire,5,7.2,16.5
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,1.4,3.3
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B10 Arson,B19 Other fire related offences,2,2.9,6.6
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B20 Property damage,B21 Criminal damage,95,137.2,313.8
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,1.4,3.3
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,5,7.2,16.5
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,72,104.0,237.8
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,121,174.8,399.7
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,28,40.4,92.5
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,102,147.4,336.9
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B40 Theft,B43 Steal from a retail store,16,23.1,52.9
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,7,10.1,23.1
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,15,21.7,49.6
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B40 Theft,B49 Other theft,131,189.2,432.7
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,8,11.6,26.4
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,30,43.3,99.1
2020,June,Bass Coast,South Gippsland,B Property and deception offences,B50 Deception,B59 Other deception offences,1,1.4,3.3
2020,June,Bass Coast,South Gippsland,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,2,2.9,6.6
2020,June,Bass Coast,South Gippsland,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,1.4,3.3
2020,June,Bass Coast,South Gippsland,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,4,5.8,13.2
2020,June,Bass Coast,South Gippsland,C Drug offences,C30 Drug use and possession,C31 Drug use,4,5.8,13.2
2020,June,Bass Coast,South Gippsland,C Drug offences,C30 Drug use and possession,C32 Drug possession,17,24.6,56.2
2020,June,Bass Coast,South Gippsland,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,13,18.8,42.9
2020,June,Bass Coast,South Gippsland,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,22,31.8,72.7
2020,June,Bass Coast,South Gippsland,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,1.4,3.3
2020,June,Bass Coast,South Gippsland,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,7,10.1,23.1
2020,June,Bass Coast,South Gippsland,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,3,4.3,9.9
2020,June,Bass Coast,South Gippsland,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,4,5.8,13.2
